T,P_sat,rho_l,rho_g,Cp_l,Cp_g,lambda,k_l,k_g,mu_l,mu_g
310.37,196970,1232.7,10.694,1256.4,859.64,185020,0.071812,0.011446,0.00040086,0.000011506
310.38,197030,1232.6,10.697,1256.4,859.67,185010,0.071809,0.011447,0.00040081,0.000011507
310.39,197100,1232.6,10.7,1256.4,859.69,185000,0.071806,0.011448,0.00040076,0.000011507
310.4,197160,1232.6,10.704,1256.5,859.71,185000,0.071804,0.011448,0.00040071,0.000011507
310.41,197230,1232.6,10.707,1256.5,859.74,184990,0.071801,0.011449,0.00040066,0.000011508
310.42,197290,1232.5,10.71,1256.5,859.76,184990,0.071799,0.01145,0.00040061,0.000011508
310.43,197360,1232.5,10.714,1256.5,859.78,184980,0.071796,0.011451,0.00040056,0.000011508
310.44,197420,1232.5,10.717,1256.5,859.81,184980,0.071794,0.011452,0.00040051,0.000011509
310.45,197490,1232.4,10.72,1256.5,859.83,184970,0.071791,0.011452,0.00040046,0.000011509
310.46,197550,1232.4,10.724,1256.5,859.85,184970,0.071788,0.011453,0.00040041,0.000011509
310.47,197610,1232.4,10.727,1256.5,859.88,184960,0.071786,0.011454,0.00040036,0.00001151
310.48,197680,1232.4,10.73,1256.6,859.9,184950,0.071783,0.011455,0.00040031,0.00001151
310.49,197740,1232.3,10.734,1256.6,859.92,184950,0.071781,0.011456,0.00040026,0.000011511
310.5,197810,1232.3,10.737,1256.6,859.95,184940,0.071778,0.011456,0.00040021,0.000011511
310.51,197870,1232.3,10.74,1256.6,859.97,184940,0.071775,0.011457,0.00040016,0.000011511
310.52,197940,1232.3,10.744,1256.6,859.99,184930,0.071773,0.011458,0.00040011,0.000011512
310.53,198000,1232.2,10.747,1256.6,860.02,184930,0.07177,0.011459,0.00040006,0.000011512
310.54,198070,1232.2,10.75,1256.6,860.04,184920,0.071768,0.01146,0.00040001,0.000011512
310.55,198130,1232.2,10.754,1256.6,860.07,184910,0.071765,0.01146,0.00039996,0.000011513
310.56,198200,1232.2,10.757,1256.6,860.09,184910,0.071762,0.011461,0.00039991,0.000011513
310.57,198260,1232.1,10.76,1256.7,860.11,184900,0.07176,0.011462,0.00039986,0.000011513
310.58,198320,1232.1,10.764,1256.7,860.14,184900,0.071757,0.011463,0.00039981,0.000011514
310.59,198390,1232.1,10.767,1256.7,860.16,184890,0.071755,0.011464,0.00039976,0.000011514
310.6,198450,1232.1,10.77,1256.7,860.18,184890,0.071752,0.011464,0.00039971,0.000011515
310.61,198520,1232,10.774,1256.7,860.21,184880,0.07175,0.011465,0.00039966,0.000011515
310.62,198580,1232,10.777,1256.7,860.23,184880,0.071747,0.011466,0.00039961,0.000011515
310.63,198650,1232,10.78,1256.7,860.25,184870,0.071744,0.011467,0.00039956,0.000011516
310.64,198710,1232,10.784,1256.7,860.28,184860,0.071742,0.011467,0.00039951,0.000011516
310.65,198780,1231.9,10.787,1256.8,860.3,184860,0.071739,0.011468,0.00039946,0.000011516
310.66,198840,1231.9,10.79,1256.8,860.32,184850,0.071737,0.011469,0.00039941,0.000011517
310.67,198910,1231.9,10.794,1256.8,860.35,184850,0.071734,0.01147,0.00039936,0.000011517
310.68,198970,1231.9,10.797,1256.8,860.37,184840,0.071731,0.011471,0.00039931,0.000011517
310.69,199040,1231.8,10.8,1256.8,860.39,184840,0.071729,0.011471,0.00039926,0.000011518
310.7,199100,1231.8,10.804,1256.8,860.42,184830,0.071726,0.011472,0.00039921,0.000011518
310.71,199170,1231.8,10.807,1256.8,860.44,184820,0.071724,0.011473,0.00039916,0.000011519
310.72,199230,1231.8,10.811,1256.8,860.46,184820,0.071721,0.011474,0.00039911,0.000011519
310.73,199300,1231.7,10.814,1256.9,860.49,184810,0.071718,0.011475,0.00039907,0.000011519
310.74,199360,1231.7,10.817,1256.9,860.51,184810,0.071716,0.011475,0.00039902,0.00001152
310.75,199430,1231.7,10.821,1256.9,860.54,184800,0.071713,0.011476,0.00039897,0.00001152
310.76,199490,1231.7,10.824,1256.9,860.56,184800,0.071711,0.011477,0.00039892,0.00001152
310.77,199560,1231.6,10.827,1256.9,860.58,184790,0.071708,0.011478,0.00039887,0.000011521
310.78,199620,1231.6,10.831,1256.9,860.61,184780,0.071706,0.011479,0.00039882,0.000011521
310.79,199690,1231.6,10.834,1256.9,860.63,184780,0.071703,0.011479,0.00039877,0.000011521
310.8,199750,1231.6,10.837,1256.9,860.65,184770,0.0717,0.01148,0.00039872,0.000011522
310.81,199820,1231.5,10.841,1257,860.68,184770,0.071698,0.011481,0.00039867,0.000011522
310.82,199880,1231.5,10.844,1257,860.7,184760,0.071695,0.011482,0.00039862,0.000011523
310.83,199950,1231.5,10.847,1257,860.72,184760,0.071693,0.011483,0.00039857,0.000011523
310.84,200010,1231.5,10.851,1257,860.75,184750,0.07169,0.011483,0.00039852,0.000011523
310.85,200080,1231.4,10.854,1257,860.77,184740,0.071687,0.011484,0.00039847,0.000011524
310.86,200140,1231.4,10.858,1257,860.79,184740,0.071685,0.011485,0.00039842,0.000011524
310.87,200210,1231.4,10.861,1257,860.82,184730,0.071682,0.011486,0.00039837,0.000011524
310.88,200270,1231.4,10.864,1257,860.84,184730,0.07168,0.011486,0.00039832,0.000011525
310.89,200340,1231.3,10.868,1257.1,860.86,184720,0.071677,0.011487,0.00039827,0.000011525
310.9,200400,1231.3,10.871,1257.1,860.89,184720,0.071675,0.011488,0.00039822,0.000011526
310.91,200470,1231.3,10.874,1257.1,860.91,184710,0.071672,0.011489,0.00039817,0.000011526
310.92,200530,1231.3,10.878,1257.1,860.94,184710,0.071669,0.01149,0.00039812,0.000011526
310.93,200600,1231.2,10.881,1257.1,860.96,184700,0.071667,0.01149,0.00039807,0.000011527
310.94,200660,1231.2,10.885,1257.1,860.98,184690,0.071664,0.011491,0.00039802,0.000011527
310.95,200730,1231.2,10.888,1257.1,861.01,184690,0.071662,0.011492,0.00039797,0.000011527
310.96,200790,1231.2,10.891,1257.1,861.03,184680,0.071659,0.011493,0.00039792,0.000011528
310.97,200860,1231.1,10.895,1257.1,861.05,184680,0.071656,0.011494,0.00039787,0.000011528
310.98,200920,1231.1,10.898,1257.2,861.08,184670,0.071654,0.011494,0.00039782,0.000011528
310.99,200990,1231.1,10.901,1257.2,861.1,184670,0.071651,0.011495,0.00039777,0.000011529
311,201050,1231.1,10.905,1257.2,861.12,184660,0.071649,0.011496,0.00039772,0.000011529
311.01,201120,1231,10.908,1257.2,861.15,184650,0.071646,0.011497,0.00039767,0.00001153
311.02,201180,1231,10.912,1257.2,861.17,184650,0.071643,0.011498,0.00039762,0.00001153
311.03,201250,1231,10.915,1257.2,861.19,184640,0.071641,0.011498,0.00039757,0.00001153
311.04,201320,1231,10.918,1257.2,861.22,184640,0.071638,0.011499,0.00039752,0.000011531
311.05,201380,1230.9,10.922,1257.2,861.24,184630,0.071636,0.0115,0.00039747,0.000011531
311.06,201450,1230.9,10.925,1257.3,861.27,184630,0.071633,0.011501,0.00039742,0.000011531
311.07,201510,1230.9,10.928,1257.3,861.29,184620,0.071631,0.011502,0.00039738,0.000011532
311.08,201580,1230.9,10.932,1257.3,861.31,184610,0.071628,0.011502,0.00039733,0.000011532
311.09,201640,1230.8,10.935,1257.3,861.34,184610,0.071625,0.011503,0.00039728,0.000011532
311.1,201710,1230.8,10.939,1257.3,861.36,184600,0.071623,0.011504,0.00039723,0.000011533
311.11,201770,1230.8,10.942,1257.3,861.38,184600,0.07162,0.011505,0.00039718,0.000011533
311.12,201840,1230.8,10.945,1257.3,861.41,184590,0.071618,0.011506,0.00039713,0.000011534
311.13,201900,1230.7,10.949,1257.3,861.43,184590,0.071615,0.011506,0.00039708,0.000011534
311.14,201970,1230.7,10.952,1257.4,861.45,184580,0.071613,0.011507,0.00039703,0.000011534
311.15,202040,1230.7,10.956,1257.4,861.48,184580,0.07161,0.011508,0.00039698,0.000011535
311.16,202100,1230.7,10.959,1257.4,861.5,184570,0.071607,0.011509,0.00039693,0.000011535
311.17,202170,1230.6,10.962,1257.4,861.52,184560,0.071605,0.011509,0.00039688,0.000011535
311.18,202230,1230.6,10.966,1257.4,861.55,184560,0.071602,0.01151,0.00039683,0.000011536
311.19,202300,1230.6,10.969,1257.4,861.57,184550,0.0716,0.011511,0.00039678,0.000011536
311.2,202360,1230.6,10.973,1257.4,861.6,184550,0.071597,0.011512,0.00039673,0.000011536
311.21,202430,1230.5,10.976,1257.4,861.62,184540,0.071594,0.011513,0.00039668,0.000011537
311.22,202500,1230.5,10.979,1257.5,861.64,184540,0.071592,0.011513,0.00039663,0.000011537
311.23,202560,1230.5,10.983,1257.5,861.67,184530,0.071589,0.011514,0.00039658,0.000011538
311.24,202630,1230.5,10.986,1257.5,861.69,184520,0.071587,0.011515,0.00039653,0.000011538
311.25,202690,1230.4,10.989,1257.5,861.71,184520,0.071584,0.011516,0.00039648,0.000011538
311.26,202760,1230.4,10.993,1257.5,861.74,184510,0.071582,0.011517,0.00039644,0.000011539
311.27,202820,1230.4,10.996,1257.5,861.76,184510,0.071579,0.011517,0.00039639,0.000011539
311.28,202890,1230.4,11,1257.5,861.78,184500,0.071576,0.011518,0.00039634,0.000011539
311.29,202960,1230.3,11.003,1257.5,861.81,184500,0.071574,0.011519,0.00039629,0.00001154
311.3,203020,1230.3,11.006,1257.6,861.83,184490,0.071571,0.01152,0.00039624,0.00001154
311.31,203090,1230.3,11.01,1257.6,861.86,184480,0.071569,0.011521,0.00039619,0.00001154
311.32,203150,1230.3,11.013,1257.6,861.88,184480,0.071566,0.011521,0.00039614,0.000011541
311.33,203220,1230.2,11.017,1257.6,861.9,184470,0.071563,0.011522,0.00039609,0.000011541
311.34,203280,1230.2,11.02,1257.6,861.93,184470,0.071561,0.011523,0.00039604,0.000011542
311.35,203350,1230.2,11.024,1257.6,861.95,184460,0.071558,0.011524,0.00039599,0.000011542
311.36,203420,1230.2,11.027,1257.6,861.97,184460,0.071556,0.011525,0.00039594,0.000011542
311.37,203480,1230.1,11.03,1257.6,862,184450,0.071553,0.011525,0.00039589,0.000011543
311.38,203550,1230.1,11.034,1257.7,862.02,184440,0.071551,0.011526,0.00039584,0.000011543
311.39,203610,1230.1,11.037,1257.7,862.04,184440,0.071548,0.011527,0.00039579,0.000011543
311.4,203680,1230.1,11.041,1257.7,862.07,184430,0.071545,0.011528,0.00039574,0.000011544
311.41,203750,1230,11.044,1257.7,862.09,184430,0.071543,0.011529,0.00039569,0.000011544
311.42,203810,1230,11.047,1257.7,862.12,184420,0.07154,0.011529,0.00039565,0.000011544
311.43,203880,1230,11.051,1257.7,862.14,184420,0.071538,0.01153,0.0003956,0.000011545
311.44,203940,1230,11.054,1257.7,862.16,184410,0.071535,0.011531,0.00039555,0.000011545
311.45,204010,1229.9,11.058,1257.7,862.19,184410,0.071533,0.011532,0.0003955,0.000011546
311.46,204080,1229.9,11.061,1257.8,862.21,184400,0.07153,0.011533,0.00039545,0.000011546
311.47,204140,1229.9,11.064,1257.8,862.23,184390,0.071527,0.011533,0.0003954,0.000011546
311.48,204210,1229.9,11.068,1257.8,862.26,184390,0.071525,0.011534,0.00039535,0.000011547
311.49,204270,1229.8,11.071,1257.8,862.28,184380,0.071522,0.011535,0.0003953,0.000011547
311.5,204340,1229.8,11.075,1257.8,862.31,184380,0.07152,0.011536,0.00039525,0.000011547
311.51,204410,1229.8,11.078,1257.8,862.33,184370,0.071517,0.011536,0.0003952,0.000011548
311.52,204470,1229.8,11.082,1257.8,862.35,184370,0.071514,0.011537,0.00039515,0.000011548
311.53,204540,1229.7,11.085,1257.8,862.38,184360,0.071512,0.011538,0.0003951,0.000011548
311.54,204610,1229.7,11.088,1257.9,862.4,184350,0.071509,0.011539,0.00039505,0.000011549
311.55,204670,1229.7,11.092,1257.9,862.42,184350,0.071507,0.01154,0.00039501,0.000011549
311.56,204740,1229.6,11.095,1257.9,862.45,184340,0.071504,0.01154,0.00039496,0.00001155
311.57,204800,1229.6,11.099,1257.9,862.47,184340,0.071502,0.011541,0.00039491,0.00001155
311.58,204870,1229.6,11.102,1257.9,862.49,184330,0.071499,0.011542,0.00039486,0.00001155
311.59,204940,1229.6,11.106,1257.9,862.52,184330,0.071496,0.011543,0.00039481,0.000011551
311.6,205000,1229.5,11.109,1257.9,862.54,184320,0.071494,0.011544,0.00039476,0.000011551
311.61,205070,1229.5,11.112,1257.9,862.57,184310,0.071491,0.011544,0.00039471,0.000011551
311.62,205140,1229.5,11.116,1258,862.59,184310,0.071489,0.011545,0.00039466,0.000011552
311.63,205200,1229.5,11.119,1258,862.61,184300,0.071486,0.011546,0.00039461,0.000011552
311.64,205270,1229.4,11.123,1258,862.64,184300,0.071484,0.011547,0.00039456,0.000011553
311.65,205330,1229.4,11.126,1258,862.66,184290,0.071481,0.011548,0.00039451,0.000011553
311.66,205400,1229.4,11.13,1258,862.68,184290,0.071478,0.011548,0.00039447,0.000011553
311.67,205470,1229.4,11.133,1258,862.71,184280,0.071476,0.011549,0.00039442,0.000011554
311.68,205530,1229.3,11.136,1258,862.73,184270,0.071473,0.01155,0.00039437,0.000011554
311.69,205600,1229.3,11.14,1258,862.76,184270,0.071471,0.011551,0.00039432,0.000011554
311.7,205670,1229.3,11.143,1258.1,862.78,184260,0.071468,0.011552,0.00039427,0.000011555
311.71,205730,1229.3,11.147,1258.1,862.8,184260,0.071465,0.011552,0.00039422,0.000011555
311.72,205800,1229.2,11.15,1258.1,862.83,184250,0.071463,0.011553,0.00039417,0.000011555
311.73,205870,1229.2,11.154,1258.1,862.85,184250,0.07146,0.011554,0.00039412,0.000011556
311.74,205930,1229.2,11.157,1258.1,862.87,184240,0.071458,0.011555,0.00039407,0.000011556
311.75,206000,1229.2,11.16,1258.1,862.9,184240,0.071455,0.011556,0.00039402,0.000011557
311.76,206070,1229.1,11.164,1258.1,862.92,184230,0.071453,0.011556,0.00039398,0.000011557
311.77,206130,1229.1,11.167,1258.1,862.95,184220,0.07145,0.011557,0.00039393,0.000011557
311.78,206200,1229.1,11.171,1258.2,862.97,184220,0.071447,0.011558,0.00039388,0.000011558
311.79,206270,1229.1,11.174,1258.2,862.99,184210,0.071445,0.011559,0.00039383,0.000011558
311.8,206330,1229,11.178,1258.2,863.02,184210,0.071442,0.01156,0.00039378,0.000011558
311.81,206400,1229,11.181,1258.2,863.04,184200,0.07144,0.01156,0.00039373,0.000011559
311.82,206470,1229,11.185,1258.2,863.06,184200,0.071437,0.011561,0.00039368,0.000011559
311.83,206530,1229,11.188,1258.2,863.09,184190,0.071435,0.011562,0.00039363,0.000011559
311.84,206600,1228.9,11.191,1258.2,863.11,184180,0.071432,0.011563,0.00039358,0.00001156
311.85,206670,1228.9,11.195,1258.2,863.14,184180,0.071429,0.011564,0.00039353,0.00001156
311.86,206730,1228.9,11.198,1258.3,863.16,184170,0.071427,0.011564,0.00039349,0.000011561
311.87,206800,1228.9,11.202,1258.3,863.18,184170,0.071424,0.011565,0.00039344,0.000011561
311.88,206870,1228.8,11.205,1258.3,863.21,184160,0.071422,0.011566,0.00039339,0.000011561
311.89,206930,1228.8,11.209,1258.3,863.23,184160,0.071419,0.011567,0.00039334,0.000011562
311.9,207000,1228.8,11.212,1258.3,863.25,184150,0.071417,0.011567,0.00039329,0.000011562
311.91,207070,1228.8,11.216,1258.3,863.28,184140,0.071414,0.011568,0.00039324,0.000011562
311.92,207130,1228.7,11.219,1258.3,863.3,184140,0.071411,0.011569,0.00039319,0.000011563
311.93,207200,1228.7,11.223,1258.3,863.33,184130,0.071409,0.01157,0.00039314,0.000011563
311.94,207270,1228.7,11.226,1258.4,863.35,184130,0.071406,0.011571,0.00039309,0.000011563
311.95,207330,1228.7,11.229,1258.4,863.37,184120,0.071404,0.011571,0.00039305,0.000011564
311.96,207400,1228.6,11.233,1258.4,863.4,184120,0.071401,0.011572,0.000393,0.000011564
311.97,207470,1228.6,11.236,1258.4,863.42,184110,0.071399,0.011573,0.00039295,0.000011565
311.98,207530,1228.6,11.24,1258.4,863.44,184100,0.071396,0.011574,0.0003929,0.000011565
311.99,207600,1228.6,11.243,1258.4,863.47,184100,0.071393,0.011575,0.00039285,0.000011565
312,207670,1228.5,11.247,1258.4,863.49,184090,0.071391,0.011575,0.0003928,0.000011566
312.01,207740,1228.5,11.25,1258.4,863.52,184090,0.071388,0.011576,0.00039275,0.000011566
312.02,207800,1228.5,11.254,1258.5,863.54,184080,0.071386,0.011577,0.0003927,0.000011566
312.03,207870,1228.5,11.257,1258.5,863.56,184080,0.071383,0.011578,0.00039266,0.000011567
312.04,207940,1228.4,11.261,1258.5,863.59,184070,0.071381,0.011579,0.00039261,0.000011567
312.05,208000,1228.4,11.264,1258.5,863.61,184060,0.071378,0.011579,0.00039256,0.000011567
312.06,208070,1228.4,11.268,1258.5,863.63,184060,0.071375,0.01158,0.00039251,0.000011568
312.07,208140,1228.4,11.271,1258.5,863.66,184050,0.071373,0.011581,0.00039246,0.000011568
312.08,208210,1228.3,11.274,1258.5,863.68,184050,0.07137,0.011582,0.00039241,0.000011569
312.09,208270,1228.3,11.278,1258.5,863.71,184040,0.071368,0.011583,0.00039236,0.000011569
312.1,208340,1228.3,11.281,1258.6,863.73,184040,0.071365,0.011583,0.00039231,0.000011569
312.11,208410,1228.3,11.285,1258.6,863.75,184030,0.071363,0.011584,0.00039227,0.00001157
312.12,208470,1228.2,11.288,1258.6,863.78,184020,0.07136,0.011585,0.00039222,0.00001157
312.13,208540,1228.2,11.292,1258.6,863.8,184020,0.071357,0.011586,0.00039217,0.00001157
312.14,208610,1228.2,11.295,1258.6,863.82,184010,0.071355,0.011587,0.00039212,0.000011571
312.15,208680,1228.2,11.299,1258.6,863.85,184010,0.071352,0.011587,0.00039207,0.000011571
312.16,208740,1228.1,11.302,1258.6,863.87,184000,0.07135,0.011588,0.00039202,0.000011571
312.17,208810,1228.1,11.306,1258.6,863.9,184000,0.071347,0.011589,0.00039197,0.000011572
312.18,208880,1228.1,11.309,1258.7,863.92,183990,0.071345,0.01159,0.00039192,0.000011572
312.19,208940,1228.1,11.313,1258.7,863.94,183990,0.071342,0.011591,0.00039188,0.000011573
312.2,209010,1228,11.316,1258.7,863.97,183980,0.071339,0.011591,0.00039183,0.000011573
312.21,209080,1228,11.32,1258.7,863.99,183970,0.071337,0.011592,0.00039178,0.000011573
312.22,209150,1228,11.323,1258.7,864.02,183970,0.071334,0.011593,0.00039173,0.000011574
312.23,209210,1228,11.327,1258.7,864.04,183960,0.071332,0.011594,0.00039168,0.000011574
312.24,209280,1227.9,11.33,1258.7,864.06,183960,0.071329,0.011595,0.00039163,0.000011574
312.25,209350,1227.9,11.334,1258.7,864.09,183950,0.071327,0.011595,0.00039158,0.000011575
312.26,209420,1227.9,11.337,1258.8,864.11,183950,0.071324,0.011596,0.00039154,0.000011575
312.27,209480,1227.9,11.341,1258.8,864.13,183940,0.071321,0.011597,0.00039149,0.000011576
312.28,209550,1227.8,11.344,1258.8,864.16,183930,0.071319,0.011598,0.00039144,0.000011576
312.29,209620,1227.8,11.347,1258.8,864.18,183930,0.071316,0.011599,0.00039139,0.000011576
312.3,209690,1227.8,11.351,1258.8,864.21,183920,0.071314,0.011599,0.00039134,0.000011577
312.31,209750,1227.8,11.354,1258.8,864.23,183920,0.071311,0.0116,0.00039129,0.000011577
312.32,209820,1227.7,11.358,1258.8,864.25,183910,0.071309,0.011601,0.00039124,0.000011577
312.33,209890,1227.7,11.361,1258.8,864.28,183910,0.071306,0.011602,0.0003912,0.000011578
312.34,209960,1227.7,11.365,1258.9,864.3,183900,0.071303,0.011603,0.00039115,0.000011578
312.35,210020,1227.6,11.368,1258.9,864.33,183890,0.071301,0.011603,0.0003911,0.000011578
312.36,210090,1227.6,11.372,1258.9,864.35,183890,0.071298,0.011604,0.00039105,0.000011579
312.37,210160,1227.6,11.375,1258.9,864.37,183880,0.071296,0.011605,0.000391,0.000011579
312.38,210230,1227.6,11.379,1258.9,864.4,183880,0.071293,0.011606,0.00039095,0.00001158
312.39,210290,1227.5,11.382,1258.9,864.42,183870,0.071291,0.011606,0.0003909,0.00001158
312.4,210360,1227.5,11.386,1258.9,864.44,183870,0.071288,0.011607,0.00039086,0.00001158
312.41,210430,1227.5,11.389,1258.9,864.47,183860,0.071285,0.011608,0.00039081,0.000011581
312.42,210500,1227.5,11.393,1259,864.49,183850,0.071283,0.011609,0.00039076,0.000011581
312.43,210560,1227.4,11.396,1259,864.52,183850,0.07128,0.01161,0.00039071,0.000011581
312.44,210630,1227.4,11.4,1259,864.54,183840,0.071278,0.01161,0.00039066,0.000011582
312.45,210700,1227.4,11.403,1259,864.56,183840,0.071275,0.011611,0.00039061,0.000011582
312.46,210770,1227.4,11.407,1259,864.59,183830,0.071273,0.011612,0.00039057,0.000011582
312.47,210830,1227.3,11.41,1259,864.61,183830,0.07127,0.011613,0.00039052,0.000011583
312.48,210900,1227.3,11.414,1259,864.64,183820,0.071267,0.011614,0.00039047,0.000011583
312.49,210970,1227.3,11.417,1259,864.66,183810,0.071265,0.011614,0.00039042,0.000011584
312.5,211040,1227.3,11.421,1259.1,864.68,183810,0.071262,0.011615,0.00039037,0.000011584
312.51,211110,1227.2,11.424,1259.1,864.71,183800,0.07126,0.011616,0.00039032,0.000011584
312.52,211170,1227.2,11.428,1259.1,864.73,183800,0.071257,0.011617,0.00039027,0.000011585
312.53,211240,1227.2,11.431,1259.1,864.75,183790,0.071255,0.011618,0.00039023,0.000011585
312.54,211310,1227.2,11.435,1259.1,864.78,183790,0.071252,0.011618,0.00039018,0.000011585
312.55,211380,1227.1,11.438,1259.1,864.8,183780,0.071249,0.011619,0.00039013,0.000011586
312.56,211450,1227.1,11.442,1259.1,864.83,183770,0.071247,0.01162,0.00039008,0.000011586
312.57,211510,1227.1,11.445,1259.1,864.85,183770,0.071244,0.011621,0.00039003,0.000011586
312.58,211580,1227.1,11.449,1259.2,864.87,183760,0.071242,0.011622,0.00038998,0.000011587
312.59,211650,1227,11.452,1259.2,864.9,183760,0.071239,0.011622,0.00038994,0.000011587
312.6,211720,1227,11.456,1259.2,864.92,183750,0.071237,0.011623,0.00038989,0.000011588
312.61,211790,1227,11.459,1259.2,864.95,183750,0.071234,0.011624,0.00038984,0.000011588
312.62,211850,1227,11.463,1259.2,864.97,183740,0.071232,0.011625,0.00038979,0.000011588
312.63,211920,1226.9,11.466,1259.2,864.99,183730,0.071229,0.011626,0.00038974,0.000011589
312.64,211990,1226.9,11.47,1259.2,865.02,183730,0.071226,0.011626,0.00038969,0.000011589
312.65,212060,1226.9,11.473,1259.2,865.04,183720,0.071224,0.011627,0.00038965,0.000011589
312.66,212130,1226.9,11.477,1259.3,865.07,183720,0.071221,0.011628,0.0003896,0.00001159
